TransactionID,CustomerID,TransactionDate,Amount,Merchant,MerchantCategory,Location,Channel,IsFraud
TXN102066,CUST01088,2025-04-11T13:49:00,40.76,  Uber  ,Travel,New York,Mobile App,0
TXN101372,CUST00260,2025-09-04T06:05:00,68.65,Target,Retail,LONDON,ATM,0
TXN103842,CUST00055,06/26/2025 13:32,133.6,WALMART,Retail,NEW YORK,ATM,0
TXN103031,CUST00965,03/03/2025 17:59,68.58,netflix,Subscription,Chicago,Mobile App,0
TXN103638,CUST00409,2025-06-13 19:17:00,30.77,bestbuy,Electronics,singapore,Online,0
TXN105822,CUST00527,06-06-2025 21:26:00,136.23,target,Retail,Mumbai,ATM,0
TXN107383,CUST00713,2025-01-15T19:03:00,72.85,SHELL GAS,Fuel,NEW YORK,ATM,0
TXN103681,CUST00165,08/16/2025 11:12,53.35,  BestBuy  ,Electronics,Los Angeles,ATM,0
TXN106972,CUST00304,2025-01-25T13:32:00,196.06,  Uber  ,Travel,BENGALURU,ATM,0
TXN101951,CUST00427,2025-09-02T20:39:00,150.23,BestBuy,Electronics,Delhi,POS,0
TXN103669,CUST00004,2025-09-15 11:09:00,51.71,Marriott Hotels,Travel,Delhi,Mobile App,0
TXN103165,CUST00610,2025-03-09 15:17:00,73.93,Delta Airlines,Travel,mumbai,Mobile App,0
TXN100136,CUST00081,14-08-2025 01:37:00,92.2,BestBuy,Electronics,Chicago,POS,0
TXN103303,CUST00478,2025-07-28 04:48:00,98.47,BESTBUY,Electronics,  Singapore  ,ATM,0
TXN105401,CUST00213,2025-04-10 11:51:00,34.86,  Uber  ,Travel,Mumbai,ATM,0
TXN107657,CUST00709,2025-02-14 08:26:00,87.87,Amazon,Retail,London,ATM,0
TXN105804,CUST00949,04-08-2025 15:39:00,158.81,walmart,Retail,mumbai,POS,0
TXN106487,CUST00371,2025-02-27 18:21:00,59.01,atm withdrawal,Cash,Los Angeles,POS,0
TXN103549,CUST00493,05/01/2025 19:38,163.77,amazon,Retail,LOS ANGELES,Mobile App,0
TXN105302,CUST00643,2025-01-18T12:41:00,50.66,UBER,Travel,Bengaluru,POS,0
TXN108890,CUST00404,2025-04-21T16:41:00,28.15,netflix,Subscription,BENGALURU,Online,0
TXN102900,CUST00963,03/21/2025 04:57,48.03,  ATM Withdrawal  ,Cash,Singapore,Mobile App,0
TXN104093,CUST00100,2025-04-23 06:33:00,61.15,paypal transfer,Transfer,london,ATM,0
TXN101997,CUST00452,02-01-2025 07:42:00,88.4,TARGET,Retail,SINGAPORE,Mobile App,0
TXN105645,CUST00496,2025-03-07 08:47:00,61.04,Costco,Retail,phoenix,Mobile App,0
TXN100961,CUST00184,2025-08-10T04:16:00,123.89,bestbuy,Electronics,NEW YORK,Online,0
TXN102134,CUST00614,2025-08-10 04:44:00,17.71,Costco,Retail,Chicago,Mobile App,0
TXN108295,CUST00789,2025-05-23 17:24:00,72.59,  Netflix  ,Subscription,houston,Online,0
TXN105135,CUST01156,07/06/2025 18:48,27.36,Netflix,Subscription,NEW YORK,POS,0
TXN107590,CUST00166,01/21/2025 20:52,90.96,SHELL GAS,Fuel,delhi,POS,0
TXN106685,CUST00801,2025-08-11T03:18:00,19.31,Costco,Retail,London,ATM,0
TXN108454,CUST00949,07-08-2025 10:47:00,79.93,Shell Gas,Fuel,los angeles,Online,0
TXN107527,CUST01090,2025-03-30T02:34:00,219.56,NETFLIX,Subscription,Phoenix,ATM,0
TXN106929,CUST01078,2025-04-12T05:55:00,35.51,walmart,Retail,Delhi,Mobile App,0
TXN108260,CUST00259,2025-01-23T13:30:00,77.37,Costco,Retail,singapore,Mobile App,0
TXN105450,CUST01160,2025-07-10T16:13:00,99.68,  Amazon  ,Retail,LONDON,ATM,0
TXN107825,CUST00307,2025-06-16T08:25:00,77.72,Amazon,Retail,LOS ANGELES,Mobile App,0
TXN102217,CUST00154,2025-04-09 19:21:00,36.14,Amazon,Retail,New York,POS,0
TXN106437,CUST00636,2025-07-09 13:23:00,58.75,amazon,Retail,Singapore,Online,0
TXN104462,CUST00201,2025-05-14T05:07:00,71.47,Walmart,Retail,mumbai,Online,0
TXN108150,CUST01191,2025-03-20 08:30:00,103.05,Starbucks,Food,mumbai,POS,0
TXN102783,CUST00821,2025-06-25 22:50:00,31.95,amazon,Retail,Delhi,Online,0
TXN100148,CUST00104,05/05/2025 04:50,217.59,ebay,Retail,los angeles,Online,0
TXN104806,CUST00794,2025-07-29T08:45:00,59.59,Amazon,Retail,phoenix,POS,0
TXN102458,CUST00149,09-07-2025 18:27:00,25.61,uber,Travel,DELHI,POS,0
TXN103863,CUST00414,09-04-2025 21:49:00,55.26,Walmart,Retail,CHICAGO,Online,0
TXN108263,CUST00600,15-07-2025 08:24:00,33.55,AMAZON,Retail,LOS ANGELES,ATM,0
TXN106933,CUST00782,2025-05-25T06:32:00,34.68,COSTCO,Retail,  London  ,POS,0
TXN103786,CUST00196,2025-06-18T20:23:00,73.45,uber,Travel,singapore,ATM,0
TXN106188,CUST00220,2025-07-08 16:01:00,40.62,  Walmart  ,Retail,houston,POS,0
TXN102605,CUST00881,2025-07-26 14:34:00,68.63,paypal transfer,Transfer,DELHI,Mobile App,0
TXN107843,CUST00237,26-04-2025 08:38:00,46.37,Costco,Retail,Chicago,POS,0
TXN106760,CUST00188,02/19/2025 04:43,58.91,bestbuy,Electronics,Bengaluru,ATM,0
TXN105442,CUST00071,2025-09-14 09:00:00,81.51,ATM Withdrawal,Cash,Bengaluru,Online,0
TXN102675,CUST00649,2025-05-18T05:28:00,55.21,Uber,Travel,Delhi,ATM,0
TXN108684,CUST00045,07-06-2025 11:08:00,23.46,shell gas,Fuel,CHICAGO,ATM,0
TXN106565,CUST00926,2025-08-17 22:25:00,55.22,  Walmart  ,Retail,Singapore,Mobile App,0
TXN108127,CUST00223,2025-01-12 05:23:00,44.53,Walmart,Retail,New York,ATM,0
TXN107218,CUST01100,2025-08-21 09:45:00,26.06,atm withdrawal,Cash,chicago,ATM,0
TXN108319,CUST00679,2025-01-05 16:33:00,78.74,PAYPAL TRANSFER,Transfer,Los Angeles,Mobile App,0
TXN105247,CUST00942,2025-05-14 20:35:00,200.8,bestbuy,Electronics,Bengaluru,Online,0
TXN101561,CUST01158,2025-01-03T08:44:00,60.82,shell gas,Fuel,London,Mobile App,0
TXN103261,CUST01135,08/04/2025 15:22,55.26,  Walmart  ,Retail,New York,POS,0
TXN101439,CUST01152,2025-09-11T04:14:00,63.44,DELTA AIRLINES,Travel,CHICAGO,ATM,0
TXN103846,CUST00020,04/25/2025 09:20,109.09,Uber,Travel,Singapore,Mobile App,0
TXN100197,CUST00332,03/12/2025 08:03,58.74,EBAY,Retail,Bengaluru,POS,0
TXN100031,CUST00800,2025-08-21 09:27:00,101.47,Target,Retail,london,Mobile App,0
TXN108953,CUST00437,09-09-2025 04:12:00,42.63,SHELL GAS,Fuel,LONDON,Online,0
TXN105027,CUST00172,2025-01-05 03:06:00,91.65,bestbuy,Electronics,bengaluru,POS,0
TXN103835,CUST01054,29-04-2025 06:49:00,145.47,amazon,Retail,  London  ,Online,0
TXN107091,CUST00428,2025-02-27 20:50:00,37.67,Uber,Travel,chicago,Mobile App,0
TXN101498,CUST00724,2025-01-23T19:15:00,104.23,SHELL GAS,Fuel,Los Angeles,Mobile App,0
TXN105660,CUST00176,2025-05-25 08:39:00,190.39,UBER,Travel,singapore,ATM,0
TXN106723,CUST00818,2025-09-03 00:49:00,107.05,ATM Withdrawal,Cash,BENGALURU,Mobile App,0
TXN100149,CUST00443,2025-04-30 10:49:00,19.66,EBAY,Retail,Singapore,POS,0
TXN103287,CUST00512,09/23/2025 04:08,32.89,Walmart,Retail,chicago,ATM,0
TXN107992,CUST00934,2025-04-12 22:25:00,161.52,MARRIOTT HOTELS,Travel,new york,ATM,0
TXN108238,CUST00674,07/24/2025 17:41,38.57,paypal transfer,Transfer,mumbai,POS,0
TXN105510,CUST00376,2025-07-14 11:03:00,83.85,Target,Retail,,Online,0
TXN103652,CUST00078,2025-06-24 08:08:00,108.81,marriott hotels,Travel,Delhi,Online,0
TXN108253,CUST00224,11-02-2025 21:59:00,157.28,shell gas,Fuel,Houston,ATM,0
TXN103081,CUST00583,2025-02-06T06:19:00,37.77,Delta Airlines,Travel,  Houston  ,Mobile App,0
TXN106402,CUST00802,2025-07-27T20:31:00,26.87,uber,Travel,,ATM,0
TXN106885,CUST00113,2025-04-21T04:23:00,64.2,Amazon,Retail,Mumbai,Mobile App,0
TXN104183,CUST00852,02-01-2025 22:21:00,14.71,ATM WITHDRAWAL,Cash,mumbai,Online,0
TXN108200,CUST00148,05/28/2025 12:01,-96.24,Starbucks,Food,SINGAPORE,Online,0
TXN100985,CUST00374,24-01-2025 02:26:00,54.27,Costco,Retail,  Phoenix  ,ATM,0
TXN101774,CUST01192,2025-09-17 22:41:00,92.79,BESTBUY,Electronics,LONDON,Online,0
TXN103951,CUST00955,15-01-2025 17:14:00,108.78,starbucks,Food,Mumbai,Mobile App,0
TXN104979,CUST01081,2025-06-13T05:35:00,35.47,target,Retail,Delhi,Mobile App,0
TXN106000,CUST00719,2025-05-18 17:10:00,124.88,marriott hotels,Travel,DELHI,Online,0
TXN102005,CUST01006,08/17/2025 13:05,162.7,UBER,Travel,,Online,0
TXN108959,CUST01054,2025-09-11 11:47:00,333.86,SHELL GAS,Fuel,MUMBAI,POS,0
TXN104726,CUST00724,2025-06-07T21:28:00,81.43,atm withdrawal,Cash,  Bengaluru  ,Online,0
TXN100421,CUST01159,07/18/2025 08:11,17.22,starbucks,Food,singapore,Online,0
TXN104398,CUST01190,2025-03-11T01:27:00,177.18,DELTA AIRLINES,Travel,,POS,0
TXN104921,CUST00914,2025-05-26 12:23:00,205.44,Costco,Retail,LOS ANGELES,Mobile App,0
TXN100251,CUST00672,13-06-2025 05:25:00,62.85,PAYPAL TRANSFER,Transfer,phoenix,ATM,0
TXN103000,CUST00276,08/26/2025 02:05,34.25,Walmart,Retail,HOUSTON,Mobile App,0
TXN106727,CUST00118,2025-09-01 20:22:00,42.38,WALMART,Retail,Phoenix,ATM,0
TXN102836,CUST00935,2025-09-19 23:14:00,-92.94,TARGET,Retail,london,POS,0
TXN100477,CUST00688,24-04-2025 11:14:00,38.87,Netflix,Subscription,,Mobile App,0
TXN102132,CUST00093,2025-04-11T06:12:00,145.18,delta airlines,Travel,Delhi,POS,0
TXN104065,CUST01148,2025-02-27T13:45:00,30.14,AMAZON,Retail,Los Angeles,Mobile App,0
TXN107796,CUST00517,02/20/2025 01:53,98.87,Amazon,Retail,Chicago,Mobile App,0
TXN105436,CUST00569,2025-01-24 14:45:00,252.67,atm withdrawal,Cash,Mumbai,Online,0
TXN101321,CUST00595,2025-08-26 02:56:00,58.94,Walmart,Retail,Houston,Online,0
TXN106804,CUST00797,2025-03-07 03:48:00,48.6,Walmart,Retail,Bengaluru,POS,0
TXN106928,CUST00688,2025-05-29 04:28:00,23.94,UBER,Travel,  Houston  ,POS,0
TXN102002,CUST00828,2025-06-10T11:25:00,114.42,walmart,Retail,PHOENIX,Online,0
TXN102752,CUST00945,03-06-2025 22:51:00,100.3,amazon,Retail,Delhi,Online,0
TXN105726,CUST00228,01/04/2025 00:57,102.41,delta airlines,Travel,Delhi,ATM,0
TXN105149,CUST00648,2025-09-11 16:57:00,85.82,Target,Retail,New York,ATM,0
TXN103612,CUST00797,04/10/2025 13:58,10.97,WALMART,Retail,Houston,POS,0
TXN101679,CUST00935,2025-05-17 17:17:00,3.05,  Walmart  ,Retail,Houston,POS,0
TXN108337,CUST00987,28-01-2025 09:14:00,102.55,eBay,Retail,Delhi,POS,0
TXN108156,CUST00297,2025-04-25 06:56:00,74.16,AMAZON,Retail,phoenix,ATM,0
TXN107949,CUST00519,02/28/2025 21:35,36.82,Target,Retail,  Mumbai  ,Mobile App,0
TXN108689,CUST00416,2025-06-11 16:49:00,38.18,Walmart,Retail,Los Angeles,Online,0
TXN104144,CUST00793,23-07-2025 01:32:00,2535.65,Delta Airlines,Travel,Los Angeles,Mobile App,1
TXN105865,CUST00650,02/09/2025 23:56,76.5,Walmart,Retail,Phoenix,Online,0
TXN103037,CUST00160,07/25/2025 21:46,20.11,Shell Gas,Fuel,  Mumbai  ,Mobile App,0
TXN100394,CUST00933,2025-01-29T15:54:00,43.15,STARBUCKS,Food,Bengaluru,Online,0
TXN100982,CUST01072,2025-01-25 17:04:00,24.12,Uber,Travel,London,POS,0
TXN102906,CUST01130,2025-08-22T08:25:00,31.11,BESTBUY,Electronics,New York,Mobile App,0
TXN100261,CUST00250,14-07-2025 12:52:00,68.87,SHELL GAS,Fuel,Chicago,ATM,0
TXN103957,CUST00899,2025-03-17T00:46:00,99.16,Walmart,Retail,Bengaluru,ATM,0
TXN104015,CUST01181,05-03-2025 15:58:00,230.52,Walmart,Retail,Delhi,POS,0
TXN107334,CUST01182,2025-08-25 01:28:00,48.12,WALMART,Retail,los angeles,ATM,0
TXN104189,CUST00517,06/11/2025 07:06,24.85,Starbucks,Food,Chicago,Online,0
TXN100274,CUST00483,2025-05-17T10:19:00,25.51,Starbucks,Food,Singapore,POS,0
TXN106018,CUST00369,2025-04-27T05:45:00,50.37,  Delta Airlines  ,Travel,CHICAGO,ATM,0
TXN106194,CUST00969,2025-06-29T19:53:00,53.0,costco,Retail,London,ATM,0
TXN103178,CUST00264,2025-09-27T20:34:00,57.06,WALMART,Retail,,ATM,0
TXN107650,CUST00661,17-03-2025 10:46:00,146.34,TARGET,Retail,Los Angeles,Online,0
TXN105190,CUST00252,2025-03-21T05:46:00,37.0,EBAY,Retail,  Phoenix  ,POS,0
TXN105724,CUST00802,2025-02-23 21:03:00,6.87,Uber,Travel,LOS ANGELES,Mobile App,0
TXN107701,CUST00241,2025-02-04 08:04:00,30.19,EBAY,Retail,los angeles,Online,0
TXN103822,CUST00864,09/05/2025 13:06,35.84,  Netflix  ,Subscription,Houston,Mobile App,0
TXN102939,CUST00706,2025-08-12T02:37:00,36.75,Target,Retail,  New York  ,Online,0
TXN104709,CUST00781,03/27/2025 14:35,43.81,Netflix,Subscription,London,POS,0
TXN108492,CUST00835,08/25/2025 02:59,85.21,Target,Retail,Delhi,ATM,0
TXN104479,CUST00075,21-07-2025 03:02:00,29.83,SHELL GAS,Fuel,  Houston  ,Mobile App,0
TXN107885,CUST00615,2025-07-18 19:37:00,178.8,PAYPAL TRANSFER,Transfer,BENGALURU,Mobile App,0
TXN103174,CUST00214,2025-05-28 17:59:00,48.74,BestBuy,Electronics,phoenix,POS,0
TXN100285,CUST00861,2025-07-15T14:55:00,73.46,UBER,Travel,MUMBAI,Mobile App,0
TXN100156,CUST00135,16-06-2025 12:38:00,69.86,  Amazon  ,Retail,DELHI,Mobile App,0
TXN105410,CUST01176,2025-04-28 06:30:00,118.81,Uber,Travel,CHICAGO,Online,0
TXN101671,CUST01197,2025-07-06T23:32:00,135.95,amazon,Retail,London,Mobile App,0
TXN102067,CUST01121,2025-08-22T01:18:00,85.15,TARGET,Retail,Mumbai,POS,0
TXN106961,CUST01061,2025-01-06 22:15:00,221.45,AMAZON,Retail,Mumbai,Online,0
TXN104469,CUST00633,05/12/2025 19:04,15.64,amazon,Retail,  Houston  ,POS,0
TXN100476,CUST00602,03/07/2025 23:16,42.83,AMAZON,Retail,London,Online,0
TXN104787,CUST01019,2025-09-18T02:37:00,140.39,DELTA AIRLINES,Travel,  Delhi  ,Online,0
TXN108423,CUST00058,2025-07-23T04:23:00,123.28,Uber,Travel,Bengaluru,Mobile App,0
TXN101449,CUST00939,2025-03-23T11:32:00,57.58,Target,Retail,LONDON,Online,0
TXN101201,CUST01123,2025-08-05T21:30:00,186.12,uber,Travel,Mumbai,Mobile App,0
TXN105626,CUST00758,06/16/2025 13:30,142.7,PayPal Transfer,Transfer,phoenix,POS,0
TXN101080,CUST00211,2025-02-04T18:50:00,65.17,Amazon,Retail,Singapore,Online,0
TXN107639,CUST01008,07/29/2025 19:52,70.39,ebay,Retail,  Mumbai  ,ATM,0
TXN108187,CUST00870,2025-04-16 20:48:00,38.01,atm withdrawal,Cash,Mumbai,POS,0
TXN106331,CUST00115,08/21/2025 14:37,49.16,PayPal Transfer,Transfer,Houston,Mobile App,0
TXN106732,CUST00615,2025-07-20T16:39:00,96.86,SHELL GAS,Fuel,Chicago,Online,0
TXN101747,CUST01092,2025-04-28 22:33:00,40.0,Uber,Travel,Chicago,POS,0
TXN107736,CUST01192,07-09-2025 02:46:00,44.16,STARBUCKS,Food,bengaluru,Mobile App,0
TXN105841,CUST00599,2025-08-19 17:47:00,35.75,Target,Retail,Phoenix,ATM,0
TXN103428,CUST00810,04/23/2025 21:08,21.62,WALMART,Retail,london,Mobile App,0
TXN101641,CUST00944,2025-06-18T17:24:00,24.3,SHELL GAS,Fuel,London,POS,0
TXN100665,CUST00396,08-05-2025 18:40:00,27.71,Starbucks,Food,London,Mobile App,0
TXN107086,CUST00530,02-07-2025 13:21:00,77.18,Target,Retail,chicago,Online,0
TXN107058,CUST00776,2025-03-14 07:21:00,158.66,BestBuy,Electronics,singapore,Online,0
TXN102769,CUST00367,2025-08-14 23:37:00,237.5,WALMART,Retail,,POS,0
TXN103191,CUST00295,2025-04-14T06:33:00,49.92,EBAY,Retail,LONDON,Mobile App,0
TXN103856,CUST01188,2025-09-17T08:43:00,52.75,amazon,Retail,  Bengaluru  ,Mobile App,0
TXN101466,CUST00818,2025-02-26T18:30:00,26.3,AppleStore,Electronics,  Phoenix  ,POS,0
TXN103027,CUST00023,06/07/2025 10:02,191.94,eBay,Retail,London,Mobile App,0
TXN102788,CUST01164,2025-06-27T03:06:00,119.49,WALMART,Retail,HOUSTON,Mobile App,0
TXN106255,CUST00528,2025-01-23T18:55:00,59.05,AMAZON,Retail,chicago,Mobile App,0
TXN105356,CUST00843,2025-08-16 20:28:00,,Marriott Hotels,Travel,los angeles,Mobile App,0
TXN101795,CUST00375,07/01/2025 05:45,92.15,AMAZON,Retail,Phoenix,Mobile App,0
TXN105943,CUST01039,2025-09-11T03:48:00,,  Uber  ,Travel,MUMBAI,Online,0
TXN100634,CUST01008,2025-09-02T09:00:00,23.26,ATM Withdrawal,Cash,phoenix,Online,0
TXN105264,CUST00341,09/18/2025 11:58,43.47,Costco,Retail,Phoenix,POS,0
TXN100002,CUST01117,2025-08-18 18:17:00,55.29,Uber,Travel,NEW YORK,Online,0
TXN102302,CUST01183,04/15/2025 10:35,18.89,  Costco  ,Retail,phoenix,Mobile App,0
TXN103451,CUST00491,09/18/2025 05:18,47.88,ATM Withdrawal,Cash,MUMBAI,Online,0
TXN105927,CUST00369,08/20/2025 00:49,207.37,SHELL GAS,Fuel,CHICAGO,ATM,0
TXN102224,CUST00098,2025-02-04T08:01:00,42.03,atm withdrawal,Cash,LONDON,ATM,0
TXN100095,CUST00211,2025-05-26T15:30:00,112.24,Costco,Retail,  Chicago  ,POS,0
TXN106585,CUST00651,2025-06-17 09:07:00,76.29,uber,Travel,BENGALURU,ATM,0
TXN101035,CUST00692,2025-09-01 23:53:00,12.39,EBAY,Retail,Chicago,Mobile App,0
TXN106346,CUST00164,01/12/2025 10:15,170.54,Delta Airlines,Travel,SINGAPORE,ATM,0
TXN103727,CUST00299,26-08-2025 08:35:00,11.6,  Amazon  ,Retail,Delhi,Online,0
TXN101599,CUST00363,2025-05-13 22:28:00,43.02,  ATM Withdrawal  ,Cash,Delhi,ATM,0
TXN100591,CUST00694,2025-01-27 05:24:00,106.34,ebay,Retail,new york,POS,0
TXN107451,CUST00773,2025-05-15 18:55:00,104.59,WALMART,Retail,CHICAGO,Mobile App,0
TXN100246,CUST00542,26-07-2025 11:02:00,65.91,delta airlines,Travel,singapore,Online,0
TXN107024,CUST00247,04/12/2025 21:58,127.86,BestBuy,Electronics,houston,ATM,0
TXN105164,CUST01082,11-04-2025 13:15:00,73.92,  Amazon  ,Retail,Singapore,Online,0
TXN102500,CUST00950,2025-01-26 11:45:00,96.02,Shell Gas,Fuel,BENGALURU,POS,0
TXN106718,CUST00584,04/30/2025 22:40,72.3,DELTA AIRLINES,Travel,delhi,POS,0
TXN106955,CUST01093,01-09-2025 17:18:00,110.09,Netflix,Subscription,Delhi,Mobile App,0
TXN104882,CUST00150,2025-04-13T20:32:00,111.16,ATM Withdrawal,Cash,LOS ANGELES,Online,0
TXN105311,CUST01138,09-05-2025 07:28:00,27.99,applestore,Electronics,PHOENIX,POS,0
TXN101001,CUST00332,2025-05-25T22:47:00,67.77,applestore,Electronics,delhi,Online,0
TXN103784,CUST00538,09/05/2025 04:11,72.04,netflix,Subscription,BENGALURU,Mobile App,0
TXN103370,CUST00031,01/25/2025 12:21,35.74,Uber,Travel,  Houston  ,Online,0
TXN108895,CUST00531,03/30/2025 03:41,37.66,BestBuy,Electronics,Houston,POS,0
TXN103581,CUST00214,23-08-2025 00:33:00,296.81,Walmart,Retail,Los Angeles,POS,0
TXN100892,CUST00578,2025-01-03 23:06:00,70.55,walmart,Retail,  London  ,Mobile App,0
TXN101179,CUST01066,17-05-2025 15:30:00,78.47,ATM WITHDRAWAL,Cash,singapore,Mobile App,0
TXN105258,CUST00880,2025-05-23T06:02:00,47.88,  AppleStore  ,Electronics,  Chicago  ,POS,0
TXN101523,CUST00561,2025-04-25T05:18:00,68.94,Starbucks,Food,PHOENIX,POS,0
TXN101791,CUST00014,28-01-2025 22:48:00,76.67,ATM WITHDRAWAL,Cash,Los Angeles,POS,0
TXN101171,CUST01173,2025-06-26T04:17:00,73.0,eBay,Retail,MUMBAI,ATM,0
TXN108157,CUST00086,09/21/2025 13:01,85.86,WALMART,Retail,SINGAPORE,ATM,0
TXN108216,CUST00022,01/19/2025 17:27,33.88,target,Retail,HOUSTON,Online,0
TXN106731,CUST00911,06/13/2025 06:48,-83.57,UBER,Travel,NEW YORK,Online,0
TXN104530,CUST00241,07/02/2025 06:05,102.51,WALMART,Retail,Bengaluru,POS,0
TXN107064,CUST00908,04/28/2025 22:38,89.52,Netflix,Subscription,London,POS,0
TXN102656,CUST00765,31-07-2025 08:42:00,146.09,Amazon,Retail,DELHI,POS,0
TXN105041,CUST00053,2025-07-02 17:40:00,102.57,Costco,Retail,Mumbai,Mobile App,0
TXN106819,CUST00282,22-08-2025 04:02:00,35.69,Walmart,Retail,Los Angeles,Mobile App,0
TXN100568,CUST00932,21-01-2025 20:20:00,38.53,COSTCO,Retail,london,ATM,0
TXN108974,CUST00995,07/06/2025 07:28,15.36,EBAY,Retail,los angeles,Mobile App,0
TXN105364,CUST00660,2025-06-24 03:16:00,15.54,Starbucks,Food,new york,Mobile App,0
TXN101464,CUST01108,2025-04-25T09:59:00,198.62,BestBuy,Electronics,Mumbai,ATM,0
TXN102035,CUST00002,25-03-2025 01:16:00,120.09,ATM Withdrawal,Cash,Los Angeles,Online,0
TXN106269,CUST00648,02-09-2025 11:29:00,79.24,eBay,Retail,MUMBAI,Online,0
TXN102298,CUST00908,2025-04-22T18:41:00,59.08,  eBay  ,Retail,,POS,0
TXN107502,CUST00697,2025-02-08 13:50:00,40.66,UBER,Travel,Phoenix,POS,0
TXN103354,CUST00359,2025-05-26 00:34:00,84.61,Shell Gas,Fuel,  Bengaluru  ,Online,0
TXN101597,CUST00392,03/09/2025 09:03,6.17,MARRIOTT HOTELS,Travel,PHOENIX,Online,0
TXN106239,CUST00329,21-03-2025 01:58:00,33.78,eBay,Retail,houston,POS,0
TXN107858,CUST00292,2025-01-29T23:41:00,210.0,Walmart,Retail,Phoenix,ATM,0
TXN103775,CUST00613,2025-06-07T19:49:00,34.93,AMAZON,Retail,  Houston  ,POS,0
TXN102440,CUST01068,2025-02-22T04:07:00,60.36,  Target  ,Retail,London,Mobile App,0
TXN100809,CUST00034,2025-01-29T10:50:00,67.77,  Amazon  ,Retail,Mumbai,POS,0
TXN106443,CUST00982,02/23/2025 19:02,245.0,Amazon,Retail,LONDON,Mobile App,0
TXN104287,CUST00068,2025-02-05 06:26:00,27.17,Shell Gas,Fuel,Phoenix,POS,0
TXN104754,CUST00404,2025-05-23 05:03:00,35.27,Starbucks,Food,BENGALURU,ATM,0
TXN106796,CUST01022,2025-03-05T17:51:00,34.0,Amazon,Retail,Houston,POS,0
TXN101386,CUST01093,2025-01-21T10:41:00,172.46,  PayPal Transfer  ,Transfer,delhi,POS,0
TXN107456,CUST01131,07/08/2025 12:40,88.44,eBay,Retail,Houston,ATM,0
TXN107718,CUST00884,08-03-2025 07:43:00,112.41,  Amazon  ,Retail,NEW YORK,POS,0
TXN103366,CUST00514,2025-05-03T23:25:00,79.3,  PayPal Transfer  ,Transfer,  New York  ,ATM,0
TXN104449,CUST00523,12-08-2025 07:32:00,104.94,Walmart,Retail,Phoenix,POS,0
TXN101718,CUST00428,17-08-2025 14:25:00,138.64,uber,Travel,Mumbai,POS,0
TXN103789,CUST01028,07/29/2025 12:02,34.51,Amazon,Retail,london,ATM,0
TXN102680,CUST00477,26-08-2025 21:46:00,25.91,Uber,Travel,MUMBAI,Online,0
TXN105109,CUST00964,2025-06-30T15:29:00,74.44,walmart,Retail,  Singapore  ,ATM,0
TXN103585,CUST00290,2025-05-04 18:22:00,107.14,COSTCO,Retail,  Chicago  ,Mobile App,0
TXN101078,CUST00478,2025-01-06 14:24:00,49.34,Costco,Retail,mumbai,POS,0
TXN107431,CUST00551,2025-03-01T10:17:00,79.53,BestBuy,Electronics,DELHI,Mobile App,0
TXN106985,CUST00944,2025-05-06 03:15:00,167.0,paypal transfer,Transfer,delhi,Mobile App,0
TXN100253,CUST00679,2025-08-02T18:19:00,95.15,  Netflix  ,Subscription,New York,Mobile App,0
TXN108715,CUST00742,2025-06-04 09:13:00,49.94,Amazon,Retail,phoenix,ATM,0
TXN105574,CUST00320,07/05/2025 07:04,114.86,Costco,Retail,  Delhi  ,ATM,0
TXN100417,CUST00725,2025-04-06 08:17:00,20.02,WALMART,Retail,chicago,POS,0
TXN104723,CUST00486,2025-08-03T22:31:00,116.27,target,Retail,Delhi,POS,0
TXN101546,CUST00723,2025-02-02T20:03:00,94.62,MARRIOTT HOTELS,Travel,BENGALURU,Online,0
TXN104899,CUST00574,2025-04-19T23:55:00,53.41,Uber,Travel,Chicago,POS,0
TXN102605,CUST00881,07/26/2025 14:34,68.63,PAYPAL TRANSFER,Transfer,Delhi,Mobile App,0
TXN102577,CUST00382,2025-04-10 03:27:00,99.87,bestbuy,Electronics,phoenix,Online,0
TXN102824,CUST00573,2025-02-27T15:07:00,195.79,Delta Airlines,Travel,london,POS,0
TXN101853,CUST00969,03/29/2025 00:37,27.82,uber,Travel,bengaluru,Mobile App,0
TXN107361,CUST00404,09-02-2025 00:12:00,97.92,SHELL GAS,Fuel,london,Mobile App,0
TXN105540,CUST00060,01/06/2025 00:53,80.16,SHELL GAS,Fuel,BENGALURU,Mobile App,0
TXN105569,CUST00216,07-01-2025 15:34:00,25.05,marriott hotels,Travel,New York,Mobile App,0
TXN102159,CUST00728,09-01-2025 19:49:00,140.6,EBAY,Retail,London,Online,0
TXN105924,CUST00457,01/07/2025 13:45,103.28,Uber,Travel,Bengaluru,ATM,0
TXN106744,CUST00329,2025-04-17 06:19:00,119.59,AMAZON,Retail,bengaluru,Online,0
TXN103598,CUST00090,2025-01-26 12:47:00,197.81,paypal transfer,Transfer,chicago,POS,0
TXN102309,CUST00747,2025-01-28 17:12:00,127.66,UBER,Travel,  New York  ,ATM,0
TXN101283,CUST00044,2025-04-01T12:43:00,116.57,bestbuy,Electronics,  Los Angeles  ,Online,0
TXN100724,CUST00366,2025-05-26 19:42:00,146.85,Walmart,Retail,SINGAPORE,Online,0
TXN107831,CUST00919,14-02-2025 01:36:00,31.11,paypal transfer,Transfer,CHICAGO,POS,0
